time,realised_return_pct,unrealised_return_pct,open_count,closed_count
00:01:14,0,0,0,0
00:02:14,0,0,0,0
00:03:14,0,0,0,0
00:04:14,0,0,0,0
00:05:14,0,0,0,0
00:06:14,0,0,0,0
00:07:14,0,0,0,0
00:08:14,0,0,0,0
00:09:14,0,0,0,0
00:10:14,0,0,0,0
00:11:14,0,0,0,0
00:12:14,0,0,0,0
00:13:14,0,0,0,0
00:14:14,0,0,0,0
00:15:14,0,0,0,0
00:16:14,0,0,0,0
00:17:14,0,0,0,0
00:18:14,0,0,0,0
00:19:14,0,0,0,0
00:20:14,0,0,0,0
00:21:14,0,0,0,0
00:22:14,0,0,0,0
00:23:14,0,0,0,0
00:24:14,0,0,0,0
00:25:14,0,0,0,0
00:26:14,0,0,0,0
00:27:14,0,0,0,0
00:28:14,0,0,0,0
00:29:14,0,0,0,0
00:30:14,0,0,0,0
00:31:14,0,0,0,0
00:32:14,0,0,0,0
00:33:14,0,0,0,0
00:34:14,0,0,0,0
00:35:14,0,0,0,0
00:36:14,0,0,0,0
00:37:14,0,0,0,0
00:38:14,0,0,0,0
00:39:14,0,0,0,0
00:40:14,0,0,0,0
00:41:14,0,0,0,0
00:42:14,0,0,0,0
00:43:14,0,0,0,0
00:44:14,0,0,0,0
00:45:14,0,0,0,0
00:46:14,0,0,0,0
00:47:14,0,0,0,0
00:48:14,0,0,0,0
00:49:14,0,0,0,0
00:50:14,0,0,0,0
00:51:14,0,0,0,0
00:52:14,0,0,0,0
00:53:14,0,0,0,0
00:54:14,0,0,0,0
00:55:14,0,0,0,0
00:56:14,0,0,0,0
00:57:14,0,0,0,0
00:58:14,0,0,0,0
00:59:14,0,0,0,0
01:00:14,0,0,0,0
01:01:14,0,0,0,0
01:02:14,0,0,0,0
01:03:14,0,0,0,0
01:04:14,0,0,0,0
01:05:14,0,0,0,0
01:06:14,0,0,0,0
01:07:14,0,0,0,0
01:08:14,0,0,0,0
01:09:14,0,0,0,0
01:10:14,0,0,0,0
01:11:14,0,0,0,0
01:12:14,0,0,0,0
01:13:14,0,0,0,0
01:14:14,0,0,0,0
01:15:14,0,0,0,0
01:16:14,0,0,0,0
01:17:14,0,0,0,0
01:18:14,0,0,0,0
01:19:14,0,0,0,0
01:20:14,0,0,0,0
01:21:14,0,0,0,0
01:22:14,0,0,0,0
01:23:14,0,0,0,0
01:24:14,0,0,0,0
01:25:14,0,0,0,0
01:26:15,0,0,0,0
01:27:15,0,0,0,0
01:28:15,0,0,0,0
01:29:15,0,0,0,0
01:30:15,0,0,0,0
01:31:15,0,0,0,0
01:32:15,0,0,0,0
01:33:15,0,0,0,0
01:34:15,0,0,0,0
01:35:15,0,0,0,0
01:36:15,0,0,0,0
01:37:15,0,0,0,0
01:38:15,0,0,0,0
01:39:15,0,0,0,0
01:40:15,0,0,0,0
01:41:15,0,0,0,0
01:42:15,0,0,0,0
01:43:15,0,0,0,0
01:44:15,0,0,0,0
01:45:15,0,0,0,0
01:46:15,0,0,0,0
01:47:15,0,0,0,0
01:48:15,0,0,0,0
01:49:15,0,0,0,0
01:50:15,0,0,0,0
01:51:15,0,0,0,0
01:52:15,0,0,0,0
01:53:15,0,0,0,0
01:54:15,0,0,0,0
01:55:15,0,0,0,0
01:56:15,0,0,0,0
01:57:15,0,0,0,0
01:58:15,0,0,0,0
01:59:15,0,0,0,0
02:00:15,0,0,0,0
02:01:15,0,0,0,0
02:02:15,0,0,0,0
02:03:15,0,0,0,0
02:04:15,0,0,0,0
02:05:15,0,0,0,0
02:06:15,0,0,0,0
02:07:15,0,0,0,0
02:08:15,0,0,0,0
02:09:15,0,0,0,0
02:10:15,0,0,0,0
02:11:15,0,0,0,0
02:12:15,0,0,0,0
02:13:15,0,0,0,0
02:14:15,0,0,0,0
02:15:15,0,0,0,0
02:16:15,0,0,0,0
02:17:15,0,0,0,0
02:18:15,0,0,0,0
02:19:15,0,0,0,0
02:20:15,0,0,0,0
02:21:15,0,0,0,0
02:22:15,0,0,0,0
02:23:15,0,0,0,0
02:24:15,0,0,0,0
02:25:15,0,0,0,0
02:26:15,0,0,0,0
02:27:15,0,0,0,0
02:28:15,0,0,0,0
02:29:15,0,0,0,0
02:30:15,0,0,0,0
02:31:15,0,0,0,0
02:32:15,0,0,0,0
02:33:15,0,0,0,0
02:34:15,0,0,0,0
02:35:15,0,0,0,0
02:36:15,0,0,0,0
02:37:15,0,0,0,0
02:38:15,0,0,0,0
02:39:15,0,0,0,0
02:40:15,0,0,0,0
02:41:15,0,0,0,0
02:42:15,0,0,0,0
02:43:15,0,0,0,0
02:44:15,0,0,0,0
02:45:15,0,0,0,0
02:46:15,0,0,0,0
02:47:15,0,0,0,0
02:48:15,0,0,0,0
02:49:15,0,0,0,0
02:50:15,0,0,0,0
02:51:15,0,0,0,0
02:52:15,0,0,0,0
02:53:15,0,0,0,0
02:54:15,0,0,0,0
02:55:15,0,0,0,0
02:56:15,0,0,0,0
02:57:15,0,0,0,0
02:58:15,0,0,0,0
02:59:15,0,0,0,0
03:00:15,0,0,0,0
03:01:15,0,0,0,0
03:02:16,0,0,0,0
03:03:16,0,0,0,0
03:04:16,0,0,0,0
03:05:16,0,0,0,0
03:06:16,0,0,0,0
03:07:16,0,0,0,0
03:08:16,0,0,0,0
03:09:16,0,0,0,0
03:10:16,0,0,0,0
03:11:16,0,0,0,0
03:12:16,0,0,0,0
03:13:16,0,0,0,0
03:14:16,0,0,0,0
03:15:16,0,0,0,0
03:16:16,0,0,0,0
03:17:16,0,0,0,0
03:18:16,0,0,0,0
03:19:16,0,0,0,0
03:20:16,0,0,0,0
03:21:16,0,0,0,0
03:22:16,0,0,0,0
03:23:16,0,0,0,0
03:24:16,0,0,0,0
03:25:16,0,0,0,0
03:26:16,0,0,0,0
03:27:16,0,0,0,0
03:28:16,0,0,0,0
03:29:16,0,0,0,0
03:30:16,0,0,0,0
03:31:16,0,0,0,0
03:32:16,0,0,0,0
03:33:16,0,0,0,0
03:34:16,0,0,0,0
03:35:16,0,0,0,0
03:36:16,0,0,0,0
03:37:16,0,0,0,0
03:38:16,0,0,0,0
03:39:16,0,0,0,0
03:40:16,0,0,0,0
03:41:16,0,0,0,0
03:42:16,0,0,0,0
03:43:16,0,0,0,0
03:44:16,0,0,0,0
03:45:16,0,0,0,0
03:46:16,0,0,0,0
03:47:16,0,0,0,0
03:48:16,0,0,0,0
03:49:16,0,0,0,0
03:50:16,0,0,0,0
03:51:16,0,0,0,0
03:52:16,0,0,0,0
03:53:16,0,0,0,0
03:54:16,0,0,0,0
03:55:16,0,0,0,0
03:56:16,0,0,0,0
03:57:16,0,0,0,0
03:58:16,0,0,0,0
03:59:16,0,0,0,0
04:00:16,0,0,0,0
04:01:16,0,0,0,0
04:02:16,0,0,0,0
04:03:16,0,0,0,0
04:04:16,0,0,0,0
04:05:16,0,0,0,0
04:06:16,0,0,0,0
04:07:16,0,0,0,0
04:08:16,0,0,0,0
04:09:16,0,0,0,0
04:10:16,0,0,0,0
04:11:16,0,0,0,0
04:12:16,0,0,0,0
04:13:16,0,0,0,0
04:14:16,0,0,0,0
04:15:16,0,0,0,0
04:16:16,0,0,0,0
04:17:16,0,0,0,0
04:18:16,0,0,0,0
04:19:16,0,0,0,0
04:20:16,0,0,0,0
04:21:16,0,0,0,0
04:22:16,0,0,0,0
04:23:16,0,0,0,0
04:24:16,0,0,0,0
04:25:16,0,0,0,0
04:26:16,0,0,0,0
04:27:16,0,0,0,0
04:28:16,0,0,0,0
04:29:16,0,0,0,0
04:30:16,0,0,0,0
04:31:16,0,0,0,0
04:32:16,0,0,0,0
04:33:16,0,0,0,0
04:34:16,0,0,0,0
04:35:16,0,0,0,0
04:36:16,0,0,0,0
04:37:16,0,0,0,0
04:38:16,0,0,0,0
04:39:16,0,0,0,0
04:40:17,0,0,0,0
04:41:17,0,0,0,0
04:42:17,0,0,0,0
04:43:17,0,0,0,0
04:44:17,0,0,0,0
04:45:17,0,0,0,0
04:46:17,0,0,0,0
04:47:17,0,0,0,0
04:48:17,0,0,0,0
04:49:17,0,0,0,0
04:50:17,0,0,0,0
04:51:17,0,0,0,0
04:52:17,0,0,0,0
04:53:17,0,0,0,0
04:54:17,0,0,0,0
04:55:17,0,0,0,0
04:56:17,0,0,0,0
04:57:17,0,0,0,0
04:58:17,0,0,0,0
04:59:17,0,0,0,0
05:00:17,0,0,0,0
05:01:17,0,0,0,0
05:02:17,0,0,0,0
05:03:17,0,0,0,0
05:04:17,0,0,0,0
05:05:17,0,0,0,0
05:06:17,0,0,0,0
05:07:17,0,0,0,0
05:08:17,0,0,0,0
05:09:17,0,0,0,0
05:10:17,0,0,0,0
05:11:17,0,0,0,0
05:12:17,0,0,0,0
05:13:17,0,0,0,0
05:14:17,0,0,0,0
05:15:17,0,0,0,0
05:16:17,0,0,0,0
05:17:17,0,0,0,0
05:18:17,0,0,0,0
05:19:17,0,0,0,0
05:20:17,0,0,0,0
05:21:17,0,0,0,0
05:22:17,0,0,0,0
05:23:17,0,0,0,0
05:24:17,0,0,0,0
05:25:17,0,0,0,0
05:26:17,0,0,0,0
05:27:17,0,0,0,0
05:28:17,0,0,0,0
05:29:17,0,0,0,0
05:30:17,0,0,0,0
05:31:17,0,0,0,0
05:32:17,0,0,0,0
05:33:17,0,0,0,0
05:34:17,0,0,0,0
05:35:17,0,0,0,0
05:36:17,0,0,0,0
05:37:17,0,0,0,0
05:38:17,0,0,0,0
05:39:17,0,0,0,0
05:40:17,0,0,0,0
05:41:17,0,0,0,0
05:42:17,0,0,0,0
05:43:17,0,0,0,0
05:44:17,0,0,0,0
05:45:17,0,0,0,0
05:46:17,0,0,0,0
05:47:17,0,0,0,0
05:48:17,0,0,0,0
05:49:17,0,0,0,0
05:50:17,0,0,0,0
05:51:17,0,0,0,0
05:52:17,0,0,0,0
05:53:17,0,0,0,0
05:54:17,0,0,0,0
05:55:17,0,0,0,0
05:56:17,0,0,0,0
05:57:17,0,0,0,0
05:58:17,0,0,0,0
05:59:17,0,0,0,0
06:00:17,0,0,0,0
06:01:17,0,0,0,0
06:02:17,0,0,0,0
06:03:17,0,0,0,0
06:04:17,0,0,0,0
06:05:17,0,0,0,0
06:06:17,0,0,0,0
06:07:17,0,0,0,0
06:08:17,0,0,0,0
06:09:17,0,0,0,0
06:10:17,0,0,0,0
06:11:17,0,0,0,0
06:12:17,0,0,0,0
06:13:17,0,0,0,0
06:14:17,0,0,0,0
06:15:18,0,0,0,0
06:16:18,0,0,0,0
06:17:18,0,0,0,0
06:18:18,0,0,0,0
06:19:18,0,0,0,0
06:20:18,0,0,0,0
06:21:18,0,0,0,0
06:22:18,0,0,0,0
06:23:18,0,0,0,0
06:24:18,0,0,0,0
06:25:18,0,0,0,0
06:26:18,0,0,0,0
06:27:18,0,0,0,0
06:28:18,0,0,0,0
06:29:18,0,0,0,0
06:30:18,0,0,0,0
06:31:18,0,0,0,0
06:32:18,0,0,0,0
06:33:18,0,0,0,0
06:34:18,0,0,0,0
06:35:18,0,0,0,0
06:36:18,0,0,0,0
