ticker,bar,observed_at,age_s,volume,open,close
ENLV,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,0.0,1.7100000381469727,1.6299999952316284
ENLV,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,1.6299999952316284,1.6299999952316284
FATE,2026-08-14 09:30:49-04:00,2026-08-14 09:31:25.751971-04:00,-23.248029,0.0,2.5799999237060547,2.5799999237060547
SPRU,2026-08-14 09:31:04-04:00,2026-08-14 09:31:25.751971-04:00,-38.248029,0.0,1.899999976158142,1.899999976158142
GRSD,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,62808.0,2.1600000858306885,2.2100000381469727
GRSD,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,2.186300039291382,2.186300039291382
TROO,2026-08-14 09:30:01-04:00,2026-08-14 09:31:25.751971-04:00,24.751971,0.0,1.8700000047683716,1.8700000047683716
DFSC,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,6706029.0,2.640000104904175,2.664400100708008
DFSC,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,2.559999942779541,2.559999942779541
FRTT,2026-08-14 09:30:26-04:00,2026-08-14 09:31:25.751971-04:00,-0.24802900000000005,0.0,1.1799999475479126,1.1799999475479126
CRWS,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,25357.0,2.740000009536743,2.779900074005127
CRWS,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,2.766900062561035,2.766900062561035
SKYA,2026-08-14 09:30:01-04:00,2026-08-14 09:31:25.751971-04:00,24.751971,0.0,1.0,1.0
RAIN,2026-08-14 09:30:25-04:00,2026-08-14 09:31:25.751971-04:00,0.751971,0.0,1.0,1.0
KAZR,2026-08-14 09:30:58-04:00,2026-08-14 09:31:25.751971-04:00,-32.248029,0.0,1.9500999450683594,1.9500999450683594
ACH,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,82034.0,1.0850000381469727,1.0449999570846558
ACH,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,1.0499999523162842,1.0499999523162842
DARE,2026-08-14 09:30:00-04:00,2026-08-14 09:31:25.751971-04:00,25.751971,1150198.0,1.5700000524520874,1.5
DARE,2026-08-14 09:31:00-04:00,2026-08-14 09:31:25.751971-04:00,-34.248029,0.0,1.4950000047683716,1.4950000047683716
ENLV,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,36117.0,1.7000000476837158,1.6299999952316284
ENLV,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,1.6299999952316284,1.6299999952316284
DARE,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,1150198.0,1.5700000524520874,1.5
DARE,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,1.4450000524520874,1.4450000524520874
DFSC,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,6706029.0,2.640000104904175,2.664400100708008
DFSC,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,2.5199999809265137,2.5199999809265137
FATE,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,69535.0,2.5799999237060547,2.5799999237060547
FATE,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,2.569999933242798,2.569999933242798
GRSD,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,62808.0,2.1600000858306885,2.2100000381469727
GRSD,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,2.200000047683716,2.200000047683716
TROO,2026-08-14 09:30:01-04:00,2026-08-14 09:31:45.769773-04:00,44.769773,0.0,1.8700000047683716,1.8700000047683716
SPRU,2026-08-14 09:31:04-04:00,2026-08-14 09:31:45.769773-04:00,-18.230227,0.0,1.899999976158142,1.899999976158142
FRTT,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,0.0,1.1998000144958496,1.1799999475479126
FRTT,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,1.194100022315979,1.194100022315979
RAIN,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,29886.0,0.9919000267982483,1.0
RAIN,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,0.9925000071525574,0.9925000071525574
SKYA,2026-08-14 09:30:01-04:00,2026-08-14 09:31:45.769773-04:00,44.769773,0.0,1.0,1.0
KAZR,2026-08-14 09:30:58-04:00,2026-08-14 09:31:45.769773-04:00,-12.230227,0.0,1.9500999450683594,1.9500999450683594
ACH,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,82034.0,1.0850000381469727,1.0449999570846558
ACH,2026-08-14 09:31:00-04:00,2026-08-14 09:31:45.769773-04:00,-14.230227,0.0,1.0449999570846558,1.0449999570846558
CRWS,2026-08-14 09:30:00-04:00,2026-08-14 09:31:45.769773-04:00,45.769773,0.0,2.740000009536743,2.779900074005127
